Complaint ID,Complaint Text,Category
3300,Instructor on Codecademy platform was not active in discussion boards.,Instructor Issue
3301,Codecademy instructor provided outdated information.,Instructor Issue
3302,Instructor stopped updating the Codecademy course content.,Instructor Issue
3303,Enrolled course disappeared from my Codecademy dashboard.,Course Access Issue
3304,Course instructions on Codecademy are not clear.,Content Quality Issue
3305,Codecademy customer care was unavailable outside working hours.,Customer Support Issue
3306,Quiz pages freeze on Codecademy web platform.,Technical Glitch
3307,Multiple certificates generated with conflicting details on Codecademy.,Certificate Issue
3308,Downloaded exercises from Codecademy are not opening offline.,Course Access Issue
3309,Codecademy misrepresented the learning outcomes of the course.,Misleading Course Description
3310,The actual course difficulty on Codecademy was higher than advertised.,Misleading Course Description
3311,The free course on Codecademy required payment midway.,Misleading Course Description
3312,Refund policy on Codecademy is not clearly explained.,Refund Issue
3313,Refund policy on Codecademy is not clearly explained.,Refund Issue
3314,Codecademy certificate shows incorrect course title.,Certificate Issue
3315,Codecademy course did not offer lifetime access as advertised.,Misleading Course Description
3316,Codecademy app is not showing the purchased course.,Course Access Issue
3317,Instructor stopped updating the Codecademy course content.,Instructor Issue
3318,Live support sessions with the instructor were frequently canceled on Codecademy.,Instructor Issue
3319,Refund request on Codecademy was rejected without valid reason.,Refund Issue
3320,Practice exercises in Codecademy have coding errors.,Content Quality Issue
3321,Delayed responses from Codecademy support for urgent payment issues.,Customer Support Issue
3322,Exercise compiler on Codecademy gives false errors.,Technical Glitch
3323,Support ticket was closed without proper resolution on Codecademy.,Customer Support Issue
3324,Payment was deducted but premium features were not unlocked on Codecademy.,Payment Issue
3325,Support ticket was closed without proper resolution on Codecademy.,Customer Support Issue
3326,Codecademy quizzes are poorly structured and confusing.,Content Quality Issue
3327,Provided code solutions on Codecademy have bugs.,Content Quality Issue
3328,Codecademy projects do not work as described.,Content Quality Issue
3329,Refund policy on Codecademy is not clearly explained.,Refund Issue
3330,Support ticket was closed without proper resolution on Codecademy.,Customer Support Issue
3331,Support team on Codecademy provided incorrect refund status.,Customer Support Issue
3332,Codecademy platform is not tracking my completed lessons.,Course Access Issue
3333,Instructor stopped updating the Codecademy course content.,Instructor Issue
3334,Downloaded exercises from Codecademy are not opening offline.,Course Access Issue
3335,Codecademy app is not showing the purchased course.,Course Access Issue
3336,Double payment processed for one subscription on Codecademy.,Payment Issue
3337,Enrolled course disappeared from my Codecademy dashboard.,Course Access Issue
3338,Codecademy did not provide certificate despite course completion.,Certificate Issue
3339,Projects on Codecademy fail to load or save changes.,Technical Glitch
3340,Codecademy course is stuck at the loading screen.,Course Access Issue
3341,Unable to complete payment due to repeated transaction failure on Codecademy.,Payment Issue
3342,Payment was successful but subscription was not activated on Codecademy.,Payment Issue
3343,Unable to access coding exercises in the Codecademy app.,Course Access Issue
3344,Instructor responses on Codecademy are delayed or missing.,Instructor Issue
3345,Codecademy certificate shows incorrect course title.,Certificate Issue
3346,Unable to access coding exercises in the Codecademy app.,Course Access Issue
3347,Refund request not processed after subscription cancellation on Codecademy.,Refund Issue
3348,Refund policy on Codecademy is not clearly explained.,Refund Issue
3349,Codecademy instructor provided outdated information.,Instructor Issue
3350,Codecademy quizzes are poorly structured and confusing.,Content Quality Issue
3351,Notifications for project deadlines are not working on Codecademy.,Technical Glitch
3352,Multiple certificates generated with conflicting details on Codecademy.,Certificate Issue
3353,Payment failed but amount debited from my account on Codecademy.,Payment Issue
3354,Instructor profile information on Codecademy was misleading.,Misleading Course Description
3355,Codecademy certificate shows incorrect course title.,Certificate Issue
3356,Downloaded exercises from Codecademy are not opening offline.,Course Access Issue
3357,Refund was processed to the wrong payment method on Codecademy.,Refund Issue
3358,Codecademy support team provided conflicting solutions.,Customer Support Issue
3359,Codecademy course is stuck at the loading screen.,Course Access Issue
3360,Codecademy live chat support failed to resolve my issue.,Customer Support Issue
3361,The free course on Codecademy required payment midway.,Misleading Course Description
3362,Partial refund received from Codecademy without explanation.,Refund Issue
3363,Live support sessions with the instructor were frequently canceled on Codecademy.,Instructor Issue
3364,The Codecademy course content is outdated and not useful.,Content Quality Issue
3365,Progress tracking is not updating correctly on Codecademy.,Technical Glitch
3366,Coupon code was applied but no discount was provided on Codecademy.,Payment Issue
3367,Codecademy platform keeps crashing during coding exercises.,Technical Glitch
3368,Payment was deducted but premium features were not unlocked on Codecademy.,Payment Issue
3369,Incorrect completion date printed on Codecademy certificate.,Certificate Issue
3370,Refund request on Codecademy was rejected without valid reason.,Refund Issue
3371,Refund status not updated in my Codecademy account.,Refund Issue
3372,Codecademy customer care was unavailable outside working hours.,Customer Support Issue
